"Title","Director","US_Gross","Critics","Audiences","Director_Gender","First_Gender"
"27 Dresses","Anne Fletcher",76800000,41,57,"female","female"
"28 Days Later","Danny Boyle",45100000,87,85,"male","male"
"29th Street","George Gallo",1800000,75,86,"male","male"
"3 Days to Kill","McG",30700000,28,43,NA,"male"
"3 Ninjas","Jon Turteltaub",2.9e+07,35,53,"male","male"
"30 Days of Night","David Slade",39600000,51,56,"male","male"
"30 Minutes or Less","Ruben Fleischer",37100000,45,40,"male","male"
"3:10 to Yuma","James Mangold",53600000,89,86,"male","male"
"360","Fernando Meirelles",97800,19,32,"male","male"
"40 Days and 40 Nights","Michael Lehmann",37900000,39,43,"male","male"
"42","Brian Helgeland",95100000,81,85,"male","male"
"45 Years","Andrew Haigh",4300000,97,67,"male","female"
"47 Ronin","Carl Rinsch",38300000,16,48,"male","male"
"50 First Dates","Peter Segal",120800000,45,65,"male","male"
"(500) Days of Summer","Marc Webb",32400000,85,84,"male","male"
"50/50","Jonathan Levine",3.5e+07,93,88,"male","male"
"52 Pick-Up","John Frankenheimer",4300000,53,46,"male","male"
"54","Mark Christopher",16600000,15,36,"male","male"
"5x2","François Ozon",127700,65,69,NA,"male"
"8 1/2 Women","Peter Greenaway",417500,42,55,"male","male"
"8 Mile","Curtis Hanson",116700000,75,54,"male","male"
"88 Minutes","Jon Avnet",16900000,5,44,"male","male"
"8MM","Joel Schumacher",36300000,23,52,"male","male"
"90 Minutes in Heaven","Michael Polish",4800000,26,50,"male","male"
"9/11","Martin Guigui",172000,20,41,"male","male"
"99 Homes","Ramin Bahrani",1400000,92,78,"male","male"
"A Beautiful Day in the Neighborhood","Marielle Heller",61700000,95,92,"female","male"
"A Better Life","Chris Weitz",1800000,86,79,"male","male"
"A Bigger Splash","Luca Guadagnino",2e+06,89,58,"male","female"
"A Call to Spy","Lydia Dean Pilcher",158900,71,76,"female","male"
"A Chiara","Jonas Carpignano",32400,91,56,"male","female"
"A Ciambra","Jonas Carpignano",17400,89,77,"male","male"
"A Cure for Wellness","Gore Verbinski",7500000,42,42,NA,"male"
"A Fantastic Woman","Sebastián Lelio",2e+06,94,76,NA,"female"
"A Good Person","Zach Braff",2200000,58,96,"male","male"
"A Guide to Recognizing Your Saints","Dito Montiel",516100,76,73,NA,"male"
"A Guy Thing","Chris Koch",15400000,25,35,"male","male"
"A Haunted House 2","Mike Tiddes",17300000,8,43,"male","male"
"A Haunted House","Mike Tiddes",4e+07,10,51,"male","male"
"The Housekeeper","Claude Berri",455000,78,42,"male","male"
"A Journal for Jordan","Denzel Washington",6400000,39,95,"male","male"
"A Kid Like Jake","Silas Howard",44800,52,46,"male","female"
"A Kind of Murder","Andy Goddard",2000,33,15,"male","male"
"Falling for Mala","Pitipol Ybarra",3600000,43,75,NA,"female"
"A Late Quartet","Yaron Zilberman",1600000,77,71,"male","male"
"A Little Bit of Heaven","Nicole Kassell",10000,4,52,"female","female"
"A Man Called Ove","Hannes Holm",3400000,91,88,"male","male"
"A Man of Integrity","Mohammad Rasoulof",4000,100,75,"male","male"
"A Most Violent Year","J.C. Chandor",5700000,90,69,NA,"male"
"A Nightmare on Elm Street 2: Freddy's Revenge","Jack Sholder",29900000,43,33,"male","male"
"A Nightmare on Elm Street 3: Dream Warriors","Chuck Russell",44100000,67,68,"male","female"
"A Nightmare on Elm Street 5: The Dream Child","Stephen Hopkins",22200000,31,31,"male","female"
"A Perfect Man","Kees van Oostrum",388,20,23,"male","male"
"A Question of Faith","Kevan Otto",2600000,40,76,"male","female"
"A Room for Romeo Brass","Shane Meadows",20100,68,92,"male","male"
"A Room With a View","James Ivory",1.2e+07,100,85,"male","female"
"A Screaming Man","Mahamat-Saleh Haroun",9900,88,62,NA,"male"
"A Separation","Asghar Farhadi",331700,99,92,NA,"male"
"A Slipping-Down Life","Toni Kalem",95400,27,44,"female","male"
"A Smile Like Yours","Keith Samples",3300000,6,19,"male","male"
"A Tale of Love and Darkness","Natalie Portman",569400,72,51,"female","male"
"The A-Team","Joe Carnahan",77200000,49,66,"male","male"
"A Thousand Words","Brian Robbins",18400000,0,46,"male","male"
"A United Kingdom","Amma Asante",3900000,83,77,"female","male"
"A Wake in Providence","Rosario Roveto Jr.",402600,70,25,"female","male"
"A Walk Among the Tombstones","Scott Frank",2.6e+07,68,53,"male","male"
"A Woman, a Part","Elisabeth Subrin",23600,86,56,"female","female"
"A Wrinkle in Time","Ava DuVernay",100500000,43,26,"female","female"
"A Rumor of Angels","Peter O'Fallon",38200,32,75,"male","male"
"The Bread, My Sweet","Melissa Martin",903300,54,75,"female","female"
"Abandon","Stephen Gaghan",10700000,16,31,"male","female"
"Abominable","Jill Culton",60900000,82,95,"female","female"
"About Adam","Gerard Stembridge",142700,68,47,"male","male"
"About Endlessness","Roy Andersson",48500,94,60,"male","male"
"About My Father","Laura Terruso",12100000,37,81,"female","male"
"About Schmidt","Alexander Payne",6.5e+07,85,74,"male","male"
"Above the Law","Andrew Davis",18600000,50,48,"male","male"
"Abraham Lincoln: Vampire Hunter","Timur Bekmambetov",37500000,34,50,"male","male"
"Absolute Beginners","Julien Temple",278900,70,38,"male","female"
"Absolutely Fabulous: The Movie","Mandie Fletcher",4800000,57,41,"female","female"
"Accepted","Steve Pink",36300000,38,72,"male","male"
"The Accidental Tourist","Lawrence Kasdan",30300000,82,60,"male","male"
"Ace Ventura: When Nature Calls","Steve Oedekerk",107500000,21,72,"male","male"
"A.C.O.D.","Stuart Zicherman",172300,52,28,"male","male"
"Across the Universe","Julie Taymor",24300000,53,82,"female","male"
"Action Point","Tim Kirkby",4500000,16,27,"male","male"
"Ad Astra","James Gray",50200000,83,40,"male","male"
"Addams Family Values","Barry Sonnenfeld",45700000,75,63,"male","male"
"Addicted","Bille Woodruff",17400000,7,51,"female","female"
"Addicted to Love","Griffin Dunne",34700000,55,50,"male","male"
"Admission","Paul Weitz",1.8e+07,37,32,"male","female"
"Adoration","Atom Egoyan",293600,63,49,"male","male"
"Adore","Anne Fontaine",317100,34,41,"female","male"
"Adult Beginners","Ross Katz",104400,48,31,"male","male"
"Adult World","Scott Coffey",4400,54,38,"male","female"
"Adventureland","Greg Mottola",1.6e+07,88,61,"male","male"
"The Adventures of Elmo in Grouchland","Gary Halvorson",11600000,77,64,"male","male"
"The Adventures of Huck Finn","Stephen Sommers",23800000,75,50,"male","male"
"Affliction","Paul Schrader",6300000,88,72,"male","male"
"After","Jenny Gage",12100000,18,65,"female","female"
"After Dark, My Sweet","James Foley",535000,80,62,"male","male"
"After Earth","M. Night Shyamalan",60500000,12,36,NA,"male"
"After the Life","Lucas Belvaux",26200,91,77,"male","male"
"After the Sunset","Brett Ratner",28300000,18,52,"male","male"
"After the Wedding","Bart Freundlich",1600000,45,76,"male","female"
"After We Collided","Roger Kumble",2400000,12,93,"male","female"
"Afterglow","Alan Rudolph",2500000,77,62,"male","male"
"Afternoon Delight","Joey Soloway",174500,67,41,"male","female"
"Ága","Milko Lazarov",35200,96,67,NA,"male"
"Against the Ropes","Charles S. Dutton",5900000,12,29,"male","female"
"The Age of Innocence","Martin Scorsese",31900000,88,75,"male","female"
"Agent Cody Banks 2: Destination London","Kevin Allen",23200000,13,31,"male","male"
"Agent Cody Banks","Harald Zwart",47300000,38,32,"male","male"
"Agnes","Mickey Reece",1900,67,26,"male","male"
"Agnes Browne","Anjelica Huston",140400,41,71,"female","female"
"Agnes of God","Norman Jewison",25600000,44,59,"male","female"
"Ahed's Knee","Nadav Lapid",52600,74,50,"male","male"
"Ain't Them Bodies Saints","David Lowery",387600,77,61,"male","male"
"Air","Ben Affleck",52400000,93,98,"male","female"
"Air America","Roger Spottiswoode",29200000,13,34,"male","male"
"Air Bud","Charles Martin Smith",24600000,48,38,"male","male"
"Air Force One","Wolfgang Petersen",172700000,79,66,"male","male"
"Air Bud: Golden Receiver","Richard Martin",10200000,21,38,"male","male"
"Aladdin","Guy Ritchie",355600000,57,94,"male","female"
"The Alamo","John Lee Hancock",22400000,29,46,"male","male"
"Alan & Naomi","Sterling Van Wagenen",84900,80,84,"male","female"
"Albert Nobbs","Rodrigo Garcia",70400,56,48,"male","male"
"Albino Alligator","Kevin Spacey",326300,50,42,"male","male"
"Alex & Emma","Rob Reiner",14200000,11,41,"male","male"
"Alex Cross","Rob Cohen",25900000,11,47,"male","male"
"Alex Rider: Operation Stormbreaker","Geoffrey Sax",652500,35,53,"male","male"
"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Miguel Arteta",6.7e+07,63,58,"male","male"
"Alfie","Charles Shyer",13400000,48,51,"male","male"
"Ali","Michael Mann",58200000,68,65,"male","male"
"Alice","Krystin Ver Linden",364200,30,58,"female","female"
"Alice and Martin","André Téchiné",498100,62,48,NA,"male"
"Alice Through the Looking Glass","James Bobin",7.7e+07,29,48,"male","female"
"Alien Resurrection","Jean-Pierre Jeunet",47700000,54,39,NA,"female"
"Alien 3","David Fincher",54800000,48,47,"male","female"
"Aliens in the Attic","John Schultz",25200000,34,43,"male","male"
"All About Lily Chou-Chou","Shunji Iwai",24800,69,89,NA,"male"
"All About Steve","Phil Traill",33900000,6,30,"male","female"
"All About the Benjamins","Kevin Bray",25500000,31,77,"male","male"
"All Dogs Go to Heaven","Don Bluth",26200000,44,63,"male","male"
"All Good Things","Andrew Jarecki",578400,35,37,"male","male"
"All I See Is You","Marc Forster",5800,30,31,"male","female"
"All I Wanna Do","Sarah Kernochan",780500,67,73,"female","female"
"All Is True","Kenneth Branagh",1200000,72,66,"male","male"
"All Over Me","Alex Sichel",286000,87,71,"male","female"
"All Saints","Steve Gomer",5800000,95,73,"male","male"
"All the King's Men","Steven Zaillian",7200000,12,40,"male","male"
"All the Little Animals","Jeremy Thomas",23300,64,76,"male","male"
"All the Money in the World","Ridley Scott",24800000,79,66,"male","male"
"All the Pretty Horses","Billy Bob Thornton",15500000,32,42,"male","male"
"All the Real Girls","David Gordon Green",548700,71,78,"male","male"
"Almost Famous","Cameron Crowe",32500000,91,92,"male","male"
"Aloft","Claudia Llosa",53000,16,26,"female","male"
"Along Came a Spider","Lee Tamahori",74100000,32,53,"male","male"
"Along Came Polly","John Hamburg",87900000,27,47,"male","male"
"Alpha","Albert Hughes",35900000,80,71,"male","male"
"Alpha Dog","Nick Cassavetes",15200000,55,67,"male","male"
"Ambulance","Michael Bay",22300000,67,88,"male","male"
"Amelia","Mira Nair",14200000,19,31,"female","female"
"Amélie","Jean-Pierre Jeunet",486700,90,95,NA,"female"
"American Adobo","Laurice Guillen",342900,33,38,"female","male"
"American Beauty","Sam Mendes",130100000,87,93,"male","male"
"American Buffalo","Michael Corrente",632100,74,46,"male","male"
"American Chai","Anurag Mehta",126000,52,77,"male","male"
"American Dreamz","Paul Weitz",7200000,39,31,"male","male"
"American Gangster","Ridley Scott",130100000,81,90,"male","male"
"An American Haunting","Courtney Solomon",16300000,13,35,"female","male"
"American Heart","Martin Bell",107900,80,68,"male","male"
"American History X","Tony Kaye",6700000,84,96,"male","male"
"American Honey","Andrea Arnold",662800,80,63,"female","female"
"American Hustle","David O. Russell",150100000,92,74,"male","male"
"American Me","Edward James Olmos",11300000,73,90,"male","male"
"American Pastoral","Ewan McGregor",541500,24,31,"male","male"
"The American President","Rob Reiner",5.9e+07,91,77,"male","male"
"American Ultra","Nima Nourizadeh",14400000,44,45,"male","male"
"American Wedding","Jesse Dylan",104400000,53,63,"male","male"
"An American Werewolf in Paris","Anthony Waller",26600000,7,30,"male","male"
"American Woman","Jake Scott",253100,89,81,"male","female"
"America's Sweethearts","Joe Roth",93600000,33,40,"male","female"
"Americons","Theo Avgerinos",14400,14,75,"male","male"
"Amerikatsi","Michael A. Goorjian",395000,89,99,"male","male"
"The Amityville Horror","Andrew Douglas",64300000,24,52,"male","male"
"Amityville: The Awakening","Franck Khalfoun",742,29,32,"male","female"
"Ammonite","Francis Lee",160900,69,85,"male","female"
"Among Giants","Sam Miller",64400,64,40,"male","male"
"Amy's Orgasm","Julie Davis",119700,26,34,"female","female"
"An Education","Lone Scherfig",12600000,93,80,NA,"female"
"An L.A. Minute","Daniel Adams",2800,22,100,"male","male"
"Analyze That","Harold Ramis",32100000,26,39,"male","male"
"Analyze This","Harold Ramis",106800000,69,62,"male","male"
"Anatomy","Stefan Ruzowitzky",5700,62,46,"male","female"
"Anatomy of a Fall","Justine Triet",5100000,96,90,"female","female"
"Anchorman: The Legend of Ron Burgundy","Adam McKay",84100000,66,86,"male","male"
"And So It Goes","Rob Reiner",15200000,18,40,"male","male"
"Andre","George Miller",15900000,43,53,"male","male"
"Angel-A","Luc Besson",202200,46,74,"male","male"
"Angela's Ashes","Alan Parker",1.3e+07,52,81,"male","female"
"Angels and Insects","Philip Haas",3400000,68,67,"male","male"
"Leo Tolstoy's Anna Karenina","Bernard Rose",791800,26,66,"male","female"
"Anna Karenina","Joe Wright",12800000,63,50,"male","female"
"Annabelle Comes Home","Gary Dauberman",74100000,64,70,"male","female"
"Annabelle: Creation","David F. Sandberg",102100000,70,68,"male","male"
"Annabelle","John R. Leonetti",84400000,28,35,"male","male"
"Annapolis","Justin Lin",17100000,10,60,"male","male"
"Annie","Will Gluck",85900000,28,59,"male","female"
"Anonymous","Roland Emmerich",4500000,47,53,"male","male"
"Another Day in Paradise","Larry Clark",1e+06,57,62,"male","male"
"Another Earth","Mike Cahill",1300000,66,66,"male","female"
"The Answer Man","John Hindman",25600,32,42,"male","male"
"Answers to Nothing","Matthew Leutwyler",22000,9,36,"male","male"
"The Ant Bully","John A. Davis",28100000,62,42,"male","male"
"Ant-Man and The Wasp","Peyton Reed",216600000,87,79,"female","male"
"Antlers","Scott Cooper",10600000,59,67,"male","female"
"Ant-Man","Peyton Reed",180200000,83,85,"female","male"
"Any Given Sunday","Oliver Stone",75500000,52,73,"male","male"
"Anything but Love","Robert Cary",80800,37,69,"male","female"
"Anything Else","Woody Allen",3200000,40,44,"male","male"
"Anything","Timothy McNeil",18100,65,72,"male","male"
"Anywhere but Here","Wayne Wang",18700000,63,55,"male","female"
"Apocalypto","Mel Gibson",50900000,65,79,"male","male"
"Aporia","Jared Moshe",21600,89,75,"male","female"
"The Apostle","Robert Duvall",20800000,88,79,"male","male"
"After You","Pierre Salvadori",826200,58,66,"male","male"
"Aquaman","James Wan",3.35e+08,65,72,"male","male"
"Aquaman and the Lost Kingdom","James Wan",124500000,34,81,"male","male"
"Aquamarine","Elizabeth Allen Rosenbaum",18600000,52,62,"female","female"
"Arbitrage","Nicholas Jarecki",7900000,87,62,"male","male"
"Arctic","Joe Penna",2400000,91,79,"male","male"
"Arctic Dogs","Aaron Woodley",5800000,12,60,"male","male"
"Are You There God? It's Me, Margaret.","Kelly Fremon Craig",20300000,99,95,"female","female"
"Argo","Ben Affleck",1.36e+08,96,90,"male","male"
"Arlington Road","Mark Pellington",24400000,63,74,"male","male"
"Armageddon","Michael Bay",201600000,43,73,"male","male"
"Armored","Nimród Antal",1.6e+07,41,31,NA,"male"
"Around the Bend","Jordan Roberts",193600,29,60,"male","male"
"Arrival","Denis Villeneuve",100500000,94,82,"male","female"
"Arthur 2: On the Rocks","Bud Yorkin",14100000,13,30,"male","male"
"Arthur","Jason Winer",3.3e+07,27,44,"male","male"
"Arthur Newman","Dante Ariola",207700,20,25,"male","male"
"As Above, So Below","John Erick Dowdle",21200000,28,41,"male","female"
"As Good as It Gets","James L. Brooks",147600000,86,86,"male","male"
"Ask the Dust","Robert Towne",742600,35,41,"male","male"
"Asphalt City","Jean-Stéphane Sauvaire",216900,45,55,NA,"male"
"Assassination Nation","Sam Levinson",2e+06,74,55,"male","female"
"The Assassination of Richard Nixon","Niels Mueller",697800,68,69,"male","male"
"Assassination Tango","Robert Duvall",970200,47,33,"male","male"
"Assassin's Creed","Justin Kurzel",54600000,18,42,"male","male"
"Assault on Precinct 13","Jean Richet",19900000,60,48,"female","male"
"Assisted Living","Elliot Greenebaum",41900,76,81,"male","male"
"Astoria","Nick Efteriades",44000,33,NA,"male","male"
"Astro Boy","David Bowers",19500000,51,50,"male","male"
"The Astronaut's Wife","Rand Ravich",10700000,15,33,"male","male"
"Asylum","David Mackenzie",374900,36,42,"male","male"
"At Any Price","Ramin Bahrani",379800,51,31,"male","male"
"At Close Range","James Foley",560700,86,79,"male","male"
"At the Gates","Augustus Meleo Bernstein",4600,70,100,"male","female"
"Atlas Shrugged: Part 1","Paul Johansson",4600000,12,69,"male","female"
"Atonement","Joe Wright",50900000,83,80,"male","male"
"August: Osage County","John Wells",37700000,66,65,"male","female"
"August","Austin Chick",11800,36,23,"male","male"
"Aurora Borealis","James C.E. Burke",60600,69,64,"male","male"
"Austenland","Jerusha Hess",2200000,32,54,"female","female"
"Austin Powers in Goldmember","Jay Roach",213100000,53,44,"male","male"
"Austin Powers: International Man of Mystery","Jay Roach",53900000,73,77,"male","male"
"Auto Focus","Paul Schrader",2100000,71,61,"male","male"
"Autumn in New York","Joan Chen",37800000,20,53,"female","male"
"Avatar","James Cameron",23500000,81,82,"male","female"
"Avengers: Age of Ultron","Joss Whedon",4.59e+08,76,82,"male","male"
"Orchestra Seats","Danièle Thompson",2e+06,74,70,NA,"female"
"The Aviator","Martin Scorsese",102600000,87,79,"male","male"
"Away From Her","Sarah Polley",4500000,94,81,"female","female"
"Babe: Pig in the City","George Miller",18300000,65,41,"male","male"
"Babel","Alejandro González Iñárritu",34300000,69,77,"male","female"
"Baby Boom","Charles Shyer",25400000,67,62,"male","female"
"Baby Boy","John Singleton",28700000,71,87,"male","male"
"Baby Mama","Michael McCullers",60300000,63,55,"male","female"
"Baby's Day Out","Patrick Read Johnson",16600000,24,52,"male","male"
"The Baby-Sitters Club","Melanie Mayron",9e+06,67,47,"female","female"
"Back to the Future","Robert Zemeckis",247000,93,95,"male","male"
"The Back-up Plan","Alan Poul",37500000,17,46,"male","female"
"Backdraft","Ron Howard",75700000,73,75,"male","male"
"Bad Boys II","Michael Bay",138400000,24,78,"male","male"
"Bad Company","Joel Schumacher",30200000,10,35,"male","male"
